text,label
Recharge of ₹3829 completed. Thank you for using PayTM.,0
Your ticket #7506 to Chennai has been confirmed.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
₹8900 received via UPI from arjun@ybl,0
Driver kavi is arriving in 5 mins. Ride: WagonR.,0
Your order #2631 has been shipped via Bluedart.,0
Verify your account: http://bank-scam.in,1
Account balance: ₹7145. No recent transactions.,0
Your ticket #1029 to Chennai has been confirmed.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Reminder: Pay your electricity bill by 23/09/2025.,0
Your ticket #3093 to Chennai has been confirmed.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Reminder: Pay your electricity bill by 9/07/2025.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Your Jio plan is now active until 27/09/2025.,0
Recharge of ₹7118 completed. Thank you for using PayTM.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Account balance: ₹7709. No recent transactions.,0
Recharge ₹17115 to activate UPI offer: http://fake-upi.io,1
Recharge of ₹2016 completed. Thank you for using PayTM.,0
Your ticket #1095 to Chennai has been confirmed.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Loan pre-approved! Apply now: http://loantrap.org,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Recharge of ₹13621 completed. Thank you for using PayTM.,0
Your Jio plan is now active until 15/08/2025.,0
₹8796 received via UPI from meena@ybl,0
Loan pre-approved! Apply now: http://loantrap.org,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Driver meena is arriving in 5 mins. Ride: WagonR.,0
Transaction of ₹18907 to Amazon was successful.,0
₹15109 received via UPI from raj@ybl,0
Your order #3257 has been shipped via Bluedart.,0
Recharge of ₹6956 completed. Thank you for using PayTM.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Loan pre-approved! Apply now: http://loantrap.org,1
₹16218 received via UPI from raj@ybl,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Your ticket #7460 to Chennai has been confirmed.,0
Your OTP is 356600. Do not share it with anyone.,0
Verify your account: http://bank-scam.in,1
Driver raj is arriving in 5 mins. Ride: Swift.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Recharge of ₹10829 completed. Thank you for using PayTM.,0
Recharge ₹9767 to activate UPI offer: http://fake-upi.io,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Loan pre-approved! Apply now: http://loantrap.org,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Account balance: ₹9079. No recent transactions.,0
Recharge ₹3059 to activate UPI offer: http://fake-upi.io,1
Your ticket #6456 to Chennai has been confirmed.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Suspicious login attempt. Secure account: http://secure-login.com,1
Reminder: Pay your electricity bill by 17/07/2025.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Account balance: ₹216. No recent transactions.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Your OTP is 830322. Do not share it with anyone.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Your Jio plan is now active until 21/09/2025.,0
Verify your account: http://bank-scam.in,1
Recharge of ₹9570 completed. Thank you for using PayTM.,0
Recharge of ₹5934 completed. Thank you for using PayTM.,0
Recharge ₹19093 to activate UPI offer: http://fake-upi.io,1
Reminder: Pay your electricity bill by 22/07/2025.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
₹5215 received via UPI from arjun@ybl,0
Reminder: Pay your electricity bill by 3/07/2025.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Recharge ₹9907 to activate UPI offer: http://fake-upi.io,1
Recharge of ₹10037 completed. Thank you for using PayTM.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Loan pre-approved! Apply now: http://loantrap.org,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Transaction of ₹12304 to Amazon was successful.,0
Reminder: Pay your electricity bill by 23/07/2025.,0
Your ticket #5654 to Chennai has been confirmed.,0
Recharge ₹15539 to activate UPI offer: http://fake-upi.io,1
₹7462 received via UPI from raj@ybl,0
Recharge ₹9917 to activate UPI offer: http://fake-upi.io,1
Reminder: Pay your electricity bill by 13/09/2025.,0
Account balance: ₹16576. No recent transactions.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Verify your account: http://bank-scam.in,1
Transaction of ₹14925 to Amazon was successful.,0
Your Jio plan is now active until 7/09/2025.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Account balance: ₹6676. No recent transactions.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Reminder: Pay your electricity bill by 1/07/2025.,0
Reminder: Pay your electricity bill by 25/08/2025.,0
Recharge of ₹8024 completed. Thank you for using PayTM.,0
Transaction of ₹3162 to Amazon was successful.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Reminder: Pay your electricity bill by 1/08/2025.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Loan pre-approved! Apply now: http://loantrap.org,1
Recharge of ₹474 completed. Thank you for using PayTM.,0
Claim your ₹18401 reward here: http://fake-rewards.com,1
Recharge ₹1265 to activate UPI offer: http://fake-upi.io,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Account balance: ₹11917. No recent transactions.,0
Driver priya is arriving in 5 mins. Ride: Innova.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Transaction of ₹13241 to Amazon was successful.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Reminder: Pay your electricity bill by 3/09/2025.,0
Recharge of ₹19595 completed. Thank you for using PayTM.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Transaction of ₹16013 to Amazon was successful.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge of ₹18618 completed. Thank you for using PayTM.,0
Your Jio plan is now active until 10/07/2025.,0
Driver meena is arriving in 5 mins. Ride: Swift.,0
Your OTP is 256189. Do not share it with anyone.,0
Verify your account: http://bank-scam.in,1
Driver meena is arriving in 5 mins. Ride: i20.,0
Recharge ₹14346 to activate UPI offer: http://fake-upi.io,1
Transaction of ₹19849 to Amazon was successful.,0
Verify your account: http://bank-scam.in,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Recharge ₹3817 to activate UPI offer: http://fake-upi.io,1
Recharge of ₹7488 completed. Thank you for using PayTM.,0
Your ticket #1436 to Chennai has been confirmed.,0
Your order #5949 has been shipped via Bluedart.,0
Your order #4149 has been shipped via Bluedart.,0
₹3734 received via UPI from arjun@ybl,0
Transaction of ₹19028 to Amazon was successful.,0
Your ticket #6323 to Chennai has been confirmed.,0
Reminder: Pay your electricity bill by 17/09/2025.,0
Recharge of ₹487 completed. Thank you for using PayTM.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Your Jio plan is now active until 14/08/2025.,0
Your ticket #6074 to Chennai has been confirmed.,0
Recharge ₹11217 to activate UPI offer: http://fake-upi.io,1
Account balance: ₹5764. No recent transactions.,0
Your ticket #4274 to Chennai has been confirmed.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Your Jio plan is now active until 15/06/2025.,0
Your OTP is 385470. Do not share it with anyone.,0
Reminder: Pay your electricity bill by 15/06/2025.,0
Account balance: ₹13456. No recent transactions.,0
Your ticket #1266 to Chennai has been confirmed.,0
Verify your account: http://bank-scam.in,1
Recharge of ₹17438 completed. Thank you for using PayTM.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Reminder: Pay your electricity bill by 11/07/2025.,0
Claim your ₹9879 reward here: http://fake-rewards.com,1
Driver arjun is arriving in 5 mins. Ride: Swift.,0
Account balance: ₹5560. No recent transactions.,0
Your OTP is 326053. Do not share it with anyone.,0
Your ticket #4552 to Chennai has been confirmed.,0
Recharge ₹2244 to activate UPI offer: http://fake-upi.io,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Recharge of ₹18687 completed. Thank you for using PayTM.,0
Your OTP is 735656. Do not share it with anyone.,0
Recharge of ₹3449 completed. Thank you for using PayTM.,0
₹16481 received via UPI from raj@ybl,0
Account balance: ₹18748. No recent transactions.,0
Transaction of ₹2000 to Amazon was successful.,0
Account balance: ₹5150. No recent transactions.,0
Your order #4594 has been shipped via Bluedart.,0
Your OTP is 241677. Do not share it with anyone.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your Jio plan is now active until 20/09/2025.,0
Recharge ₹18240 to activate UPI offer: http://fake-upi.io,1
Loan pre-approved! Apply now: http://loantrap.org,1
Driver meena is arriving in 5 mins. Ride: Innova.,0
Claim your ₹18548 reward here: http://fake-rewards.com,1
Driver priya is arriving in 5 mins. Ride: i20.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Transaction of ₹8111 to Amazon was successful.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Recharge of ₹16667 completed. Thank you for using PayTM.,0
Claim your ₹11844 reward here: http://fake-rewards.com,1
Claim your ₹16632 reward here: http://fake-rewards.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Loan pre-approved! Apply now: http://loantrap.org,1
Recharge ₹10470 to activate UPI offer: http://fake-upi.io,1
Driver raj is arriving in 5 mins. Ride: i20.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Verify your account: http://bank-scam.in,1
Account balance: ₹11501. No recent transactions.,0
Your ticket #2617 to Chennai has been confirmed.,0
Recharge ₹1998 to activate UPI offer: http://fake-upi.io,1
Driver raj is arriving in 5 mins. Ride: WagonR.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Reminder: Pay your electricity bill by 16/08/2025.,0
Verify your account: http://bank-scam.in,1
Recharge of ₹11963 completed. Thank you for using PayTM.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Driver priya is arriving in 5 mins. Ride: Swift.,0
₹8977 received via UPI from meena@ybl,0
Your Jio plan is now active until 7/09/2025.,0
Your Jio plan is now active until 20/06/2025.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
₹12009 received via UPI from arjun@ybl,0
Your Jio plan is now active until 19/07/2025.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your ticket #4858 to Chennai has been confirmed.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Recharge of ₹5193 completed. Thank you for using PayTM.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Account balance: ₹8387. No recent transactions.,0
Your Jio plan is now active until 5/08/2025.,0
Your order #4836 has been shipped via Bluedart.,0
₹12316 received via UPI from arjun@ybl,0
₹14443 received via UPI from raj@ybl,0
₹480 received via UPI from meena@ybl,0
Loan pre-approved! Apply now: http://loantrap.org,1
Recharge of ₹17508 completed. Thank you for using PayTM.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your order #2771 has been shipped via Bluedart.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Recharge ₹13356 to activate UPI offer: http://fake-upi.io,1
Your ticket #9233 to Chennai has been confirmed.,0
Transaction of ₹4939 to Amazon was successful.,0
Your Jio plan is now active until 26/06/2025.,0
₹2784 received via UPI from arjun@ybl,0
Reminder: Pay your electricity bill by 25/09/2025.,0
Recharge of ₹1109 completed. Thank you for using PayTM.,0
Your order #3594 has been shipped via Bluedart.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Your Jio plan is now active until 16/06/2025.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Account balance: ₹11871. No recent transactions.,0
Verify your account: http://bank-scam.in,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Claim your ₹17602 reward here: http://fake-rewards.com,1
₹17813 received via UPI from meena@ybl,0
Transaction of ₹5581 to Amazon was successful.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Loan pre-approved! Apply now: http://loantrap.org,1
Account balance: ₹4596. No recent transactions.,0
Loan pre-approved! Apply now: http://loantrap.org,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Your order #4584 has been shipped via Bluedart.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your order #8361 has been shipped via Bluedart.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Your ticket #5505 to Chennai has been confirmed.,0
₹10933 received via UPI from raj@ybl,0
Your OTP is 529191. Do not share it with anyone.,0
Your Jio plan is now active until 4/06/2025.,0
₹1412 received via UPI from raj@ybl,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Account balance: ₹15131. No recent transactions.,0
Recharge of ₹10270 completed. Thank you for using PayTM.,0
Driver kavi is arriving in 5 mins. Ride: Swift.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Claim your ₹4510 reward here: http://fake-rewards.com,1
₹8844 received via UPI from priya@ybl,0
Your ticket #1154 to Chennai has been confirmed.,0
Claim your ₹6908 reward here: http://fake-rewards.com,1
Recharge ₹216 to activate UPI offer: http://fake-upi.io,1
₹8345 received via UPI from meena@ybl,0
Transaction of ₹13232 to Amazon was successful.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Transaction of ₹8758 to Amazon was successful.,0
Driver kavi is arriving in 5 mins. Ride: Innova.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Account balance: ₹19927. No recent transactions.,0
Your order #9901 has been shipped via Bluedart.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
₹10527 received via UPI from priya@ybl,0
Recharge of ₹19239 completed. Thank you for using PayTM.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Loan pre-approved! Apply now: http://loantrap.org,1
Your Jio plan is now active until 21/08/2025.,0
Account balance: ₹14458. No recent transactions.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Reminder: Pay your electricity bill by 15/08/2025.,0
Your Jio plan is now active until 25/06/2025.,0
Verify your account: http://bank-scam.in,1
Claim your ₹15285 reward here: http://fake-rewards.com,1
Account balance: ₹2884. No recent transactions.,0
Your order #7782 has been shipped via Bluedart.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Account balance: ₹5857. No recent transactions.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
₹13762 received via UPI from arjun@ybl,0
Your OTP is 757258. Do not share it with anyone.,0
Verify your account: http://bank-scam.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Account balance: ₹14233. No recent transactions.,0
₹18228 received via UPI from priya@ybl,0
Verify your account: http://bank-scam.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Verify your account: http://bank-scam.in,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Recharge of ₹11106 completed. Thank you for using PayTM.,0
Driver raj is arriving in 5 mins. Ride: Swift.,0
Recharge of ₹7443 completed. Thank you for using PayTM.,0
Reminder: Pay your electricity bill by 14/09/2025.,0
Claim your ₹6267 reward here: http://fake-rewards.com,1
Verify your account: http://bank-scam.in,1
Claim your ₹18618 reward here: http://fake-rewards.com,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Recharge ₹9537 to activate UPI offer: http://fake-upi.io,1
₹8946 received via UPI from kavi@ybl,0
Your ticket #2124 to Chennai has been confirmed.,0
Transaction of ₹16053 to Amazon was successful.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Your OTP is 230824. Do not share it with anyone.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Reminder: Pay your electricity bill by 4/07/2025.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Recharge ₹9267 to activate UPI offer: http://fake-upi.io,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Claim your ₹3308 reward here: http://fake-rewards.com,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Recharge of ₹10701 completed. Thank you for using PayTM.,0
Driver priya is arriving in 5 mins. Ride: Innova.,0
Your Jio plan is now active until 19/07/2025.,0
Transaction of ₹3414 to Amazon was successful.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Driver arjun is arriving in 5 mins. Ride: Innova.,0
Your OTP is 675898. Do not share it with anyone.,0
Your Jio plan is now active until 10/09/2025.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge of ₹19866 completed. Thank you for using PayTM.,0
Recharge ₹8389 to activate UPI offer: http://fake-upi.io,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Transaction of ₹16691 to Amazon was successful.,0
Claim your ₹8854 reward here: http://fake-rewards.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Your ticket #4906 to Chennai has been confirmed.,0
Your OTP is 501620. Do not share it with anyone.,0
Recharge ₹17771 to activate UPI offer: http://fake-upi.io,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Loan pre-approved! Apply now: http://loantrap.org,1
Verify your account: http://bank-scam.in,1
Your ticket #5773 to Chennai has been confirmed.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Recharge of ₹6306 completed. Thank you for using PayTM.,0
Your order #1781 has been shipped via Bluedart.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Your ticket #4853 to Chennai has been confirmed.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Your order #3167 has been shipped via Bluedart.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Reminder: Pay your electricity bill by 28/08/2025.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Your order #1116 has been shipped via Bluedart.,0
Verify your account: http://bank-scam.in,1
Claim your ₹9763 reward here: http://fake-rewards.com,1
Verify your account: http://bank-scam.in,1
Your order #6097 has been shipped via Bluedart.,0
Recharge ₹19193 to activate UPI offer: http://fake-upi.io,1
Your ticket #6992 to Chennai has been confirmed.,0
Verify your account: http://bank-scam.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Recharge of ₹11083 completed. Thank you for using PayTM.,0
Your OTP is 969005. Do not share it with anyone.,0
Account balance: ₹12533. No recent transactions.,0
₹16189 received via UPI from arjun@ybl,0
Verify your account: http://bank-scam.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
Loan pre-approved! Apply now: http://loantrap.org,1
Reminder: Pay your electricity bill by 5/06/2025.,0
Your order #8656 has been shipped via Bluedart.,0
Your Jio plan is now active until 25/06/2025.,0
Transaction of ₹11871 to Amazon was successful.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Your ticket #6343 to Chennai has been confirmed.,0
Transaction of ₹18915 to Amazon was successful.,0
Claim your ₹8575 reward here: http://fake-rewards.com,1
Loan pre-approved! Apply now: http://loantrap.org,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Your ticket #9737 to Chennai has been confirmed.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Claim your ₹14443 reward here: http://fake-rewards.com,1
Account balance: ₹15651. No recent transactions.,0
Driver arjun is arriving in 5 mins. Ride: WagonR.,0
Your OTP is 607122. Do not share it with anyone.,0
Your OTP is 181511. Do not share it with anyone.,0
Claim your ₹13375 reward here: http://fake-rewards.com,1
Verify your account: http://bank-scam.in,1
Transaction of ₹11285 to Amazon was successful.,0
Reminder: Pay your electricity bill by 3/08/2025.,0
Recharge of ₹10444 completed. Thank you for using PayTM.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your order #6862 has been shipped via Bluedart.,0
Claim your ₹5923 reward here: http://fake-rewards.com,1
₹19774 received via UPI from raj@ybl,0
Your Jio plan is now active until 18/07/2025.,0
Reminder: Pay your electricity bill by 23/07/2025.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
Your ticket #5463 to Chennai has been confirmed.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Account balance: ₹9763. No recent transactions.,0
Account balance: ₹3027. No recent transactions.,0
Your OTP is 171269. Do not share it with anyone.,0
Your ticket #3229 to Chennai has been confirmed.,0
Reminder: Pay your electricity bill by 18/07/2025.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Driver arjun is arriving in 5 mins. Ride: Swift.,0
Transaction of ₹6267 to Amazon was successful.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Suspicious login attempt. Secure account: http://secure-login.com,1
Your Jio plan is now active until 1/08/2025.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your ticket #2752 to Chennai has been confirmed.,0
Transaction of ₹4451 to Amazon was successful.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Recharge ₹15254 to activate UPI offer: http://fake-upi.io,1
Loan pre-approved! Apply now: http://loantrap.org,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Account balance: ₹8236. No recent transactions.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge of ₹6711 completed. Thank you for using PayTM.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Driver priya is arriving in 5 mins. Ride: Innova.,0
Driver priya is arriving in 5 mins. Ride: Swift.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Recharge ₹8565 to activate UPI offer: http://fake-upi.io,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your Jio plan is now active until 20/07/2025.,0
₹19835 received via UPI from kavi@ybl,0
Account balance: ₹8575. No recent transactions.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Driver raj is arriving in 5 mins. Ride: WagonR.,0
Recharge of ₹14370 completed. Thank you for using PayTM.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Your OTP is 316092. Do not share it with anyone.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Driver kavi is arriving in 5 mins. Ride: Innova.,0
Recharge ₹2086 to activate UPI offer: http://fake-upi.io,1
Your ticket #6432 to Chennai has been confirmed.,0
Your order #1647 has been shipped via Bluedart.,0
Transaction of ₹18184 to Amazon was successful.,0
Recharge ₹9813 to activate UPI offer: http://fake-upi.io,1
Verify your account: http://bank-scam.in,1
Recharge of ₹9751 completed. Thank you for using PayTM.,0
Recharge of ₹9123 completed. Thank you for using PayTM.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Account balance: ₹7020. No recent transactions.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Verify your account: http://bank-scam.in,1
Your order #6182 has been shipped via Bluedart.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Reminder: Pay your electricity bill by 25/07/2025.,0
Transaction of ₹12378 to Amazon was successful.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your Jio plan is now active until 28/06/2025.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your ticket #3859 to Chennai has been confirmed.,0
Your order #7018 has been shipped via Bluedart.,0
Transaction of ₹17291 to Amazon was successful.,0
₹18938 received via UPI from meena@ybl,0
Reminder: Pay your electricity bill by 22/06/2025.,0
Transaction of ₹2266 to Amazon was successful.,0
Your order #7475 has been shipped via Bluedart.,0
Claim your ₹14745 reward here: http://fake-rewards.com,1
Your OTP is 867543. Do not share it with anyone.,0
Claim your ₹5309 reward here: http://fake-rewards.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Your order #1981 has been shipped via Bluedart.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Recharge ₹13547 to activate UPI offer: http://fake-upi.io,1
Your OTP is 908713. Do not share it with anyone.,0
Your ticket #3513 to Chennai has been confirmed.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Recharge ₹17865 to activate UPI offer: http://fake-upi.io,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your OTP is 319869. Do not share it with anyone.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Driver arjun is arriving in 5 mins. Ride: Swift.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Your Jio plan is now active until 18/06/2025.,0
Transaction of ₹18871 to Amazon was successful.,0
Driver priya is arriving in 5 mins. Ride: Innova.,0
Your ticket #9800 to Chennai has been confirmed.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Your order #6161 has been shipped via Bluedart.,0
Reminder: Pay your electricity bill by 16/09/2025.,0
Your ticket #8501 to Chennai has been confirmed.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Account balance: ₹19356. No recent transactions.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Your order #2072 has been shipped via Bluedart.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your OTP is 792956. Do not share it with anyone.,0
Your OTP is 144284. Do not share it with anyone.,0
Your OTP is 564523. Do not share it with anyone.,0
Loan pre-approved! Apply now: http://loantrap.org,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
₹6467 received via UPI from priya@ybl,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Suspicious login attempt. Secure account: http://secure-login.com,1
Driver arjun is arriving in 5 mins. Ride: WagonR.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Driver meena is arriving in 5 mins. Ride: Innova.,0
₹14783 received via UPI from kavi@ybl,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your ticket #4594 to Chennai has been confirmed.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Transaction of ₹18011 to Amazon was successful.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Recharge ₹6467 to activate UPI offer: http://fake-upi.io,1
₹3833 received via UPI from meena@ybl,0
Driver arjun is arriving in 5 mins. Ride: WagonR.,0
Your Jio plan is now active until 10/09/2025.,0
Transaction of ₹19560 to Amazon was successful.,0
Reminder: Pay your electricity bill by 15/07/2025.,0
Loan pre-approved! Apply now: http://loantrap.org,1
